TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes,Année de sortie,Genres,Durée (en min.)
LE VILAIN PETIT CANARD ET MOI,2015-07-09,Gulli,France / DK,0.524241,2.4,Thursday,oui,tt0396042,5.4,2805,2006,"Adventure,Animation,Comedy",89
LA FLUTE A SIX SCHTROUMPFS,2015-08-06,Gulli,France,0.465992,2.7,Thursday,oui,tt0074539,5.9,1517,1976,"Animation,Comedy,Family",89
LA FAMILLE ADDAMS,2015-10-19,Gulli,Etats-Unis,0.465992,1.9,Monday,oui,tt0101272,6.9,188597,1991,"Comedy,Fantasy",99
"POKEMON, LE FILM : DIANCIE ET LE COCON DE L'ANNIHILATION",2015-03-10,Gulli,JP,0.465992,2.5,Tuesday,non,tt3918368,5.5,1903,2014,"Action,Adventure,Animation",76
LES AVENTURES DE ROBIN DES BOIS,2015-11-16,Gulli,Etats-Unis,0.465992,1.8,Monday,non,tt0029843,7.9,55553,1938,"Action,Adventure,Romance",102
THE DESCENDANTS,2015-05-24,TF1 Séries Films,Etats-Unis,0.815486,3.6,Sunday,non,tt1033575,7.3,254849,2011,"Comedy,Drama",115
PIEGE EN EAUX TROUBLES,2015-10-11,TF1 Séries Films,Etats-Unis,0.698988,2.6,Sunday,non,tt0108238,5.9,46328,1993,"Action,Crime,Mystery",102
GLADIATOR,2015-06-18,TF1 Séries Films,Etats-Unis,0.698988,3.3,Thursday,non,tt0172495,8.5,1710946,2000,"Action,Adventure,Drama",155
CREANCE DE SANG,2015-03-01,TF1 Séries Films,Etats-Unis,0.698988,2.6,Sunday,oui,tt0309377,6.4,48840,2002,"Action,Crime,Drama",110
CODE MERCURY,2015-05-19,TF1 Séries Films,Etats-Unis,0.640739,2.6,Tuesday,non,tt0120749,6.1,79061,1998,"Action,Crime,Drama",111
TRAFFIC,2015-05-05,TF1 Séries Films,Etats-Unis,0.640739,2.7,Tuesday,non,tt0181865,7.6,223105,2000,"Crime,Drama,Thriller",147
INSIDE MAN : L'HOMME DE L'INTERIEUR,2015-09-20,TF1 Séries Films,Etats-Unis,0.640739,2.8,Sunday,non,tt0454848,7.6,406437,2006,"Crime,Drama,Mystery",129
GLADIATOR,2015-12-07,TF1 Séries Films,Etats-Unis,0.640739,2.7,Monday,non,tt0172495,8.5,1710946,2000,"Action,Adventure,Drama",155
AH ! SI J'ETAIS RICHE,2015-09-17,TF1 Séries Films,France,0.640739,2.5,Thursday,non,tt0315152,5.9,1449,2002,Comedy,105
BATMAN BEGINS,2015-05-26,TF1 Séries Films,Royaume-Uni,0.58249,2.4,Tuesday,non,tt0372784,8.2,1621312,2005,"Action,Drama",140
FAST AND FURIOUS IV,2015-03-31,NRJ12,Etats-Unis,1.339727,5.3,Tuesday,non,tt1013752,6.5,318747,2009,"Action,Thriller",107
SOLEIL LEVANT,2015-01-13,NRJ12,Etats-Unis,1.106731,4.4,Tuesday,non,tt0107969,6.3,48934,1993,"Action,Crime,Drama",129
APOLLO 13,2015-08-18,NRJ12,Etats-Unis,0.990233,5.3,Tuesday,oui,tt0112384,7.7,322519,1995,"Adventure,Drama,History",140
ROAD HOUSE,2015-06-16,NRJ12,Etats-Unis,0.931984,3.9,Tuesday,non,tt3359350,6.2,159936,2024,"Action,Thriller",121
PASSAGER 57,2015-03-17,NRJ12,Etats-Unis,0.873735,3.4,Tuesday,non,tt0105104,5.9,51687,1992,"Action,Crime,Thriller",84
U-571,2015-06-02,NRJ12,Etats-Unis,0.873735,3.7,Tuesday,non,tt0141926,6.6,89186,2000,"Action,War",116
COMPLOTS,2015-03-24,NRJ12,Etats-Unis,0.815486,3.5,Tuesday,non,tt0118883,6.7,109416,1997,"Action,Drama,Mystery",135
BLACK BOOK,2015-01-29,NRJ12,NL,0.815486,3.6,Thursday,non,tt0389557,7.7,81582,2006,"Drama,Thriller,War",145
TERMINATOR 3 : LE SOULEVEMENT DES MACHINES,2015-09-01,NRJ12,Etats-Unis,0.815486,3.3,Tuesday,oui,tt0181852,6.3,425063,2003,"Action,Sci-Fi",109
PIEGE EN HAUTE MER,2015-05-26,NRJ12,Etats-Unis,0.815486,3.0,Tuesday,non,tt0105690,6.5,97866,1992,"Action,Thriller",103
HOTEL TRANSYLVANIE,2015-10-20,TFX,Etats-Unis,1.630972,6.0,Tuesday,oui,tt0837562,7.0,291760,2012,"Adventure,Animation,Comedy",91
MEN IN BLACK 3,2015-04-30,TFX,Etats-Unis,1.456225,6.1,Thursday,non,tt1409024,6.8,395878,2012,"Action,Adventure,Comedy",106
JURASSIC PARK III,2015-06-11,TFX,Etats-Unis,1.456225,6.1,Thursday,non,tt0163025,5.9,348040,2001,"Action,Adventure,Sci-Fi",92
FAST AND FURIOUS V,2015-04-02,TFX,Etats-Unis,1.397976,5.8,Thursday,non,tt1596343,7.3,415669,2011,"Action,Crime,Thriller",130
BLANCHE-NEIGE ET LE CHASSEUR,2015-06-23,TFX,Etats-Unis,1.339727,5.5,Tuesday,non,tt1735898,6.1,306865,2012,"Action,Adventure,Drama",127
GREEN LANTERN,2015-03-08,TFX,Etats-Unis,1.281478,5.1,Sunday,non,tt1133985,5.5,300770,2011,"Action,Adventure,Sci-Fi",114
PERCY JACKSON : LA MER DES MONSTRES,2015-11-10,TFX,Etats-Unis,1.281478,4.9,Tuesday,non,tt1854564,5.7,129288,2013,"Adventure,Family,Fantasy",106
SISSI,2015-11-29,TFX,AT,1.223229,4.7,Sunday,non,tt0048624,7.0,10389,1955,"Comedy,Drama,History",102
LE DIABLE S'HABILLE EN PRADA,2015-11-17,TFX,Etats-Unis,1.16498,4.4,Tuesday,non,tt0458352,6.9,489133,2006,"Comedy,Drama",109
MEN IN BLACK 2,2015-04-23,TFX,Etats-Unis,1.16498,4.7,Thursday,non,tt0120912,6.2,413522,2002,"Action,Adventure,Comedy",88
TAKERS,2015-03-29,RMC Story,Etats-Unis,0.465992,1.8,Sunday,non,tt1135084,6.2,66763,2010,"Action,Crime,Drama",107
LE NOUVEAU PROTOCOLE,2015-03-24,RMC Story,France,0.407743,1.7,Tuesday,non,tt0926763,6.1,1050,2008,"Action,Drama,Mystery",92
DEEP IMPACT,2015-01-11,RMC Story,Etats-Unis,0.407743,1.6,Sunday,non,tt0120647,6.3,194987,1998,"Action,Drama,Sci-Fi",120
UN CRIME DANS LA TETE,2015-01-01,RMC Story,Etats-Unis,0.407743,1.6,Thursday,oui,tt0368008,6.6,119064,2004,"Drama,Mystery,Sci-Fi",129
WILL HUNTING,2015-04-12,RMC Story,Etats-Unis,0.407743,1.6,Sunday,oui,tt0119217,8.3,1111859,1997,"Drama,Romance",126
L'EFFET PAPILLON,2015-09-06,RMC Story,Etats-Unis,0.349494,1.6,Sunday,non,tt0289879,7.6,533788,2004,"Drama,Sci-Fi,Thriller",113
DOUBLE JEU,2015-05-11,RMC Story,Etats-Unis,0.349494,1.4,Monday,non,tt0150377,6.5,98602,1999,"Crime,Drama,Mystery",105
LE STRATEGE,2015-02-26,RMC Story,Etats-Unis,0.349494,1.4,Thursday,oui,tt1210166,7.6,478441,2011,"Biography,Drama,Sport",133
EN PLEINE TEMPETE,2015-04-09,RMC Story,Etats-Unis,0.349494,1.4,Thursday,oui,tt0177971,6.5,181931,2000,"Action,Adventure,Drama",130
LA SOMME DE TOUTES LES PEURS,2015-08-30,RMC Story,Etats-Unis,0.349494,1.5,Sunday,oui,tt0164184,6.5,126922,2002,"Action,Drama,Thriller",124
OBLIVION,2015-12-13,TMC,Etats-Unis,2.32996,9.4,Sunday,non,tt1483013,7.0,564155,2013,"Action,Adventure,Sci-Fi",124
RETOUR VERS LE FUTUR 2,2015-10-22,TMC,Etats-Unis,1.980466,7.6,Thursday,oui,tt0096874,7.8,588890,1989,"Adventure,Comedy,Sci-Fi",108
L'AGE DE GLACE 2,2015-12-22,TMC,Etats-Unis,1.922217,7.3,Tuesday,oui,tt0438097,6.8,303809,2006,"Adventure,Animation,Comedy",91
RETOUR VERS LE FUTUR 3,2015-10-29,TMC,Etats-Unis,1.689221,6.6,Thursday,oui,tt0099088,7.4,493426,1990,"Adventure,Comedy,Sci-Fi",118
DIE HARD : BELLE JOURNEE POUR MOURIR,2015-12-14,TMC,Etats-Unis,1.689221,6.3,Monday,non,tt1606378,5.2,217916,2013,"Action,Thriller",98
BATTLESHIP,2015-11-16,TMC,Etats-Unis,1.630972,6.4,Monday,non,tt1440129,5.8,261183,2012,"Action,Adventure,Sci-Fi",131
EXPENDABLES 2 : UNITE SPECIALE,2015-10-05,TMC,Etats-Unis,1.572723,6.2,Monday,non,tt1764651,6.6,326517,2012,"Action,Adventure,Thriller",103
RETOUR VERS LE FUTUR,2015-10-15,TMC,Etats-Unis,1.514474,6.3,Thursday,non,tt0088763,8.5,1351822,1985,"Adventure,Comedy,Sci-Fi",116
MISSION IMPOSSIBLE III,2015-12-17,TMC,Etats-Unis,1.514474,6.3,Thursday,non,tt0317919,6.9,399038,2006,"Action,Adventure,Thriller",126
"LE MONDE DE NARNIA, CHAPITRE 2 : LE PRINCE CASPIAN",2015-04-27,TMC,Royaume-Uni,1.514474,6.5,Monday,non,tt0499448,6.5,230182,2008,"Action,Adventure,Family",150
KILLER ELITE,2015-05-25,W9,Etats-Unis,1.863968,7.2,Monday,non,tt1448755,6.4,137146,2011,"Action,Thriller",116
PIRATES DES CARAIBES - LA FONTAINE DE JOUVENCE,2015-02-23,W9,Etats-Unis / Royaume-Uni,1.863968,7.3,Monday,oui,tt1298650,6.6,578058,2011,"Action,Adventure,Fantasy",136
PIRATES DES CARAIBES - LA MALEDICTION DU BLACK PEARL,2015-02-16,W9,Etats-Unis,1.689221,6.8,Monday,oui,tt0325980,8.1,1245178,2003,"Action,Adventure,Fantasy",143
"PERCY JACKSON, LE VOLEUR DE FOUDRE",2015-05-04,W9,Etats-Unis,1.572723,6.2,Monday,non,tt0814255,5.9,207267,2010,"Adventure,Family,Fantasy",118
PRETTY WOMAN,2015-02-05,W9,Etats-Unis,1.514474,6.2,Thursday,non,tt0100405,7.1,377765,1990,"Comedy,Romance",119
JOHN CARTER,2015-04-13,W9,Etats-Unis,1.514474,5.9,Monday,oui,tt0401729,6.6,290680,2012,"Action,Adventure,Sci-Fi",132
TERMINATOR RENAISSANCE,2015-11-30,W9,Etats-Unis,1.514474,5.8,Monday,non,tt0438488,6.5,383066,2009,"Action,Adventure,Sci-Fi",115
X-MEN ORIGINS : WOLVERINE,2015-12-07,W9,Etats-Unis,1.514474,5.6,Monday,non,tt0458525,6.5,548965,2009,"Action,Sci-Fi",107
ASTERIX ET LES VIKINGS,2015-02-17,W9,France,1.397976,5.2,Tuesday,oui,tt0371552,6.0,12954,2006,"Adventure,Animation,Comedy",78
LE PETIT NICOLAS,2015-04-20,W9,France / Belgique,1.397976,5.2,Monday,oui,tt1264904,7.1,14377,2009,"Comedy,Family",91
LES PROFS,2015-10-18,TF1,France,7.980113,28.5,Sunday,oui,tt2276778,5.2,4241,2013,Comedy,88
CONTAGION,2015-01-18,TF1,Etats-Unis,7.222876,28.1,Sunday,non,tt1598778,6.8,321060,2011,"Drama,Thriller",106
LES BRONZES FONT DU SKI,2015-02-08,TF1,France,7.164627,26.1,Sunday,non,tt0078907,7.4,9478,1979,Comedy,90
RIEN A DECLARER,2015-11-08,TF1,France / Belgique,6.582137,24.7,Sunday,non,tt1528313,6.4,15530,2010,Comedy,108
ASTERIX ET OBELIX : MISSION CLEOPATRE,2015-04-19,TF1,France,6.465639,25.7,Sunday,oui,tt0250223,6.7,59362,2002,"Adventure,Comedy,Family",107
INSIDE MAN : L'HOMME DE L'INTERIEUR,2015-01-25,TF1,Etats-Unis,6.40739,25.7,Sunday,non,tt0454848,7.6,406437,2006,"Crime,Drama,Mystery",129
UN PLAN PARFAIT,2015-05-31,TF1,France / Belgique,6.465639,27.9,Sunday,non,tt1986843,6.3,10100,2012,"Adventure,Comedy,Romance",104
EXPENDABLES 2 : UNITE SPECIALE,2015-02-01,TF1,Etats-Unis,6.349141,24.9,Sunday,non,tt1764651,6.6,326517,2012,"Action,Adventure,Thriller",103
DIE HARD : BELLE JOURNEE POUR MOURIR,2015-06-14,TF1,Etats-Unis,6.40739,26.4,Sunday,non,tt1606378,5.2,217916,2013,"Action,Thriller",98
BATTLESHIP,2015-05-03,TF1,Etats-Unis,6.290892,26.4,Sunday,non,tt1440129,5.8,261183,2012,"Action,Adventure,Sci-Fi",131
BELLE ET SEBASTIEN,2015-12-21,M6,France,6.290892,22.6,Monday,oui,tt3146360,6.9,5718,2013,"Adventure,Drama,Family",104
RED 2,2015-11-09,M6,Etats-Unis,4.368675,17.2,Monday,non,tt1821694,6.6,183796,2013,"Action,Comedy,Crime",116
DE L'AUTRE COTE DU PERIPH,2015-10-08,M6,France,4.193928,17.4,Thursday,non,tt1937133,5.8,6176,2012,"Action,Comedy,Crime",96
RED,2015-11-02,M6,Etats-Unis,4.07743,16.0,Monday,oui,tt1245526,7.0,329716,2010,"Action,Comedy,Crime",111
THE AVENGERS,2015-04-21,M6,Etats-Unis,3.902683,16.7,Tuesday,non,tt0848228,8.0,1489579,2012,"Action,Sci-Fi",143
RAIPONCE,2015-12-28,M6,Etats-Unis,3.611438,14.1,Monday,oui,tt0398286,7.7,511308,2010,"Adventure,Animation,Comedy",100
TAKEN,2015-01-19,M6,France,3.320193,12.4,Monday,non,tt0936501,7.7,647826,2008,"Action,Crime,Thriller",90
IRON MAN 3,2015-10-19,M6,Etats-Unis,3.378442,14.0,Monday,oui,tt1300854,7.1,919465,2013,"Action,Adventure,Sci-Fi",130
LA-HAUT,2015-05-07,M6,Etats-Unis,3.320193,14.1,Thursday,non,tt1049413,8.3,1160810,2009,"Adventure,Animation,Comedy",96
TAKEN 2,2015-05-11,M6,France,3.203695,12.7,Monday,non,tt1397280,6.2,328016,2012,"Action,Crime,Thriller",92
9 MOIS FERME,2016-03-06,France 2,France,4.92779,18.6,Sunday,non,tt2853614,6.4,5467,2013,"Comedy,Crime,Mystery",82
LA FOLIE DES GRANDEURS,2016-01-03,France 2,France / Espagne / Italie,4.232102,16.1,Sunday,oui,tt0067108,7.2,8249,1971,"Adventure,Comedy,History",85
LE PERE NOEL EST UNE ORDURE,2016-12-06,France 2,France,4.116154,15.2,Tuesday,non,tt0416175,7.8,1520,1985,Drama,86
JEUX DE POUVOIR,2016-10-02,France 2,Etats-Unis,3.884258,16.5,Sunday,non,tt0473705,7.1,162920,2009,"Crime,Drama,Mystery",127
LES CHORISTES,2016-10-23,France 2,France / Suisse,3.884258,14.7,Sunday,oui,tt0372824,7.8,68659,2004,"Drama,Music",97
NIGHT AND DAY,2016-12-11,France 2,Etats-Unis,3.884258,14.5,Sunday,non,tt1013743,6.3,213899,2010,"Action,Adventure,Comedy",109
LE CORNIAUD,2016-12-19,France 2,France / Italie,3.826284,13.5,Monday,oui,tt0057967,7.3,8322,1965,"Adventure,Comedy,Crime",111
TELLEMENT PROCHES,2016-04-03,France 2,France,3.826284,14.5,Sunday,non,tt1404082,6.4,1765,2009,"Comedy,Drama",102
CAMPING,2016-01-31,France 2,France,3.826284,14.4,Sunday,non,tt0473829,5.1,4012,2006,Comedy,95
INGLOURIOUS BASTERDS,2016-12-04,France 2,Etats-Unis,3.76831,16.4,Sunday,non,tt0361748,8.4,1642672,2009,"Adventure,Drama,War",153
ASTERIX ET OBELIX : AU SERVICE DE SA MAJESTE,2016-12-27,France 3,France / Hongrie / Espagne / Italie,4.290076,17.3,Tuesday,oui,tt1597522,5.3,17095,2012,"Adventure,Comedy,Family",110
MES HEROS,2016-01-28,France 3,France,3.652362,13.9,Thursday,non,tt2104062,5.7,419,2012,"Comedy,Drama",97
PHILOMENA,2016-09-26,France 3,Royaume-Uni,3.18857,12.6,Monday,non,tt2431286,7.6,104876,2013,"Biography,Comedy,Drama",98
LE MUR DE L'ATLANTIQUE,2016-04-18,France 3,France / Italie,3.130596,12.0,Monday,oui,tt0066108,5.8,885,1970,"Comedy,War",107
"LES GARCONS ET GUILLAUME, A TABLE",2016-04-07,France 3,France,2.956674,11.8,Thursday,non,tt2315200,6.6,8127,2013,Comedy,85
PIECE MONTEE,2016-12-15,France 3,France,2.8987,11.6,Thursday,non,tt1399677,5.4,787,2010,"Comedy,Romance",93
MONSIEUR BATIGNOLE,2016-01-21,France 3,France,2.782752,11.3,Thursday,non,tt0291400,7.0,3506,2002,"Comedy,Drama,War",100
DIALOGUE AVEC MON JARDINIER,2016-12-08,France 3,France,2.840726,11.6,Thursday,non,tt0825244,7.1,3837,2007,"Comedy,Drama",109
L'HEURE ZERO,2016-06-02,France 3,France,2.550856,10.1,Thursday,non,tt0889606,5.8,691,2007,"Comedy,Mystery",104
LE MAITRE D'ECOLE,2016-07-11,France 3,France,2.434908,10.1,Monday,oui,tt0082726,5.9,1193,1981,"Comedy,Drama",95
L'AGE DE GLACE 3 - LE TEMPS DES DINOSAURES,2016-10-26,France 4,Etats-Unis,1.681246,6.3,Wednesday,oui,tt1080016,6.9,271759,2009,"Adventure,Animation,Comedy",94
CAPTAIN AMERICA : FIRST AVENGER,2016-04-21,France 4,Etats-Unis,1.275428,5.1,Thursday,oui,tt0458339,6.9,918040,2011,"Action,Adventure,Sci-Fi",124
IRON MAN 2,2016-04-13,France 4,Etats-Unis,1.217454,5.1,Wednesday,oui,tt1228705,6.9,889439,2010,"Action,Sci-Fi",124
COWBOYS ET ENVAHISSEURS,2016-03-01,France 4,Etats-Unis,1.217454,4.6,Tuesday,non,tt0409847,6.0,235848,2011,"Action,Drama,Sci-Fi",119
"MON BEAU-PERE, MES PARENTS ET MOI",2016-06-07,France 4,Etats-Unis,1.101506,4.6,Tuesday,non,tt0290002,6.3,292369,2004,"Comedy,Romance",115
SEUL AU MONDE,2016-03-08,France 4,Etats-Unis,1.043532,4.5,Tuesday,non,tt0162222,7.8,655565,2000,"Adventure,Drama,Romance",143
SHUTTER ISLAND,2016-03-06,France 4,Etats-Unis,1.043532,4.3,Sunday,non,tt1130884,8.2,1514743,2010,"Drama,Mystery,Thriller",138
BLOOD DIAMOND,2016-01-27,France 4,Etats-Unis,0.985558,4.2,Wednesday,non,tt0450259,8.0,599617,2006,"Adventure,Drama,Thriller",143
L'AGE DE GLACE 2,2016-07-05,France 4,Etats-Unis,0.985558,4.0,Tuesday,non,tt0438097,6.8,303809,2006,"Adventure,Animation,Comedy",91
MON BEAU-PERE ET MOI,2016-05-31,France 4,Etats-Unis,0.927584,3.9,Tuesday,non,tt0212338,7.0,363452,2000,"Comedy,Romance",108
LE CLAN DES SICILIENS,2016-09-12,France 5,France,1.44935,6.2,Monday,non,tt0064169,7.4,9694,1969,"Crime,Drama",122
VIOLETTE NOZIERE,2016-11-14,France 5,France / Canada,1.275428,5.0,Monday,non,tt0078467,7.1,2593,1978,"Crime,Drama,Thriller",124
CESAR ET ROSALIE,2016-05-23,France 5,France / Italie / Allemagne,1.275428,5.3,Monday,non,tt0068441,7.3,3975,1972,"Drama,Romance",104
LE CRIME ETAIT PRESQUE PARFAIT,2016-11-07,France 5,Etats-Unis,1.217454,4.6,Monday,oui,tt0046912,8.2,194775,1954,"Crime,Thriller",105
CERTAINS L'AIMENT CHAUD,2016-10-03,France 5,Etats-Unis,1.217454,5.1,Monday,non,tt0053291,8.2,290510,1959,"Comedy,Music,Romance",121
LA GRANDE EVASION,2016-06-06,France 5,Etats-Unis,1.217454,5.8,Monday,non,tt0057115,8.2,265074,1963,"Adventure,Drama,Thriller",172
GARDE A VUE,2016-11-28,France 5,France,1.101506,4.0,Monday,non,tt0082436,7.6,5677,1981,"Crime,Drama,Mystery",87
UN DIMANCHE A LA CAMPAGNE,2016-05-30,France 5,France,0.985558,3.8,Monday,non,tt0088318,7.4,3233,1984,Drama,90
VAN GOGH,2016-10-31,France 5,France,0.985558,4.6,Monday,oui,tt0103190,7.1,3393,1991,"Adventure,Biography,Drama",158
PLATOON,2016-10-17,France 5,Etats-Unis,0.927584,3.7,Monday,non,tt0091763,8.1,449417,1986,"Drama,War",120
OUT OF AFRICA,2016-03-28,France Ô,Etats-Unis,0.695688,2.7,Monday,non,tt0089755,7.1,88273,1985,"Biography,Drama,Romance",161
DANGEREUSEMENT VOTRE,2016-11-21,France Ô,Royaume-Uni,0.637714,2.6,Monday,non,tt0090264,6.3,107366,1985,"Action,Adventure,Thriller",131
UNE VIE INACHEVEE,2016-12-12,France Ô,Etats-Unis,0.637714,2.3,Monday,non,tt0350261,7.0,34680,2005,"Drama,Family,Romance",108
JAMES BOND CONTRE DOCTEUR NO,2016-01-04,France Ô,Royaume-Uni,0.57974,2.2,Monday,oui,tt0055928,7.2,184052,1962,"Action,Adventure,Thriller",110
BONS BAISERS DE RUSSIE,2016-11-14,France Ô,Royaume-Uni,0.57974,2.1,Monday,non,tt0057076,7.3,149295,1963,"Action,Adventure,Thriller",115
ON NE VIT QUE DEUX FOIS,2016-11-28,France Ô,Royaume-Uni,0.521766,2.1,Monday,non,tt0062512,6.8,120525,1967,"Action,Adventure,Thriller",117
DANCE WITH ME,2016-02-15,France Ô,Etats-Unis,0.521766,1.8,Monday,oui,tt0446046,6.6,26928,2006,"Drama,Music",118
POINT BREAK,2016-02-01,France Ô,Etats-Unis,0.521766,1.9,Monday,non,tt2058673,5.3,67289,2015,"Action,Adventure,Crime",114
PAPILLON,2016-04-04,France Ô,BS,0.463792,1.8,Monday,non,tt0070511,8.0,140966,1973,"Biography,Crime,Drama",151
LE MAJORDOME,2016-11-08,France Ô,Etats-Unis,0.463792,1.8,Tuesday,non,tt1327773,7.2,120986,2013,"Biography,Drama",132
BLACK BOOK,2016-10-16,Arte,NL,2.02909,8.5,Sunday,non,tt0389557,7.7,81582,2006,"Drama,Thriller,War",145
DANS LA BRUME ELECTRIQUE,2016-10-09,Arte,France / Etats-Unis,1.855168,7.0,Sunday,non,tt0910905,6.1,20262,2009,"Crime,Drama,Mystery",117
LA CARAVANE DE FEU,2016-09-19,Arte,Etats-Unis,1.623272,6.4,Monday,non,tt0062472,6.8,11244,1967,"Drama,Western",101
L'AMOUR EST UN CRIME PARFAIT,2016-11-30,Arte,France / Suisse,1.623272,6.6,Wednesday,non,tt3103576,5.8,2194,2013,"Crime,Thriller",110
COURS SANS TE RETOURNER,2016-12-05,Arte,France / Allemagne,1.623272,6.2,Monday,non,tt1608516,7.2,2888,2013,"Action,Biography,Drama",112
OPERATION JUPONS,2016-03-21,Arte,Etats-Unis,1.565298,6.0,Monday,non,tt0053143,7.2,16400,1959,"Comedy,Romance,War",124
MARIE-OCTOBRE,2016-10-12,Arte,France,1.565298,6.2,Wednesday,non,tt0053050,7.5,1491,1959,"Drama,Mystery",90
LA NUIT DES GENERAUX,2016-03-13,Arte,France / Royaume-Uni,1.507324,6.6,Sunday,non,tt0062038,7.2,9062,1967,"Crime,Drama,Mystery",148
L'HOMME QUI N'A PAS D'ETOILE,2016-12-19,Arte,Etats-Unis,1.507324,5.1,Monday,oui,tt0048340,6.8,4073,1955,Western,89
LE JUGE ET L'ASSASSIN,2016-01-06,Arte,France,1.44935,6.1,Wednesday,non,tt0073219,7.3,2409,1976,"Crime,Drama,History",128
X-MEN ORIGINS : WOLVERINE,2016-07-05,6ter,Etats-Unis,0.753662,3.3,Tuesday,non,tt0458525,6.5,548965,2009,"Action,Sci-Fi",107
WILLOW,2016-04-03,6ter,Etats-Unis,0.753662,3.0,Sunday,non,tt0096446,7.2,132396,1988,"Action,Adventure,Drama",126
S.O.S. FANTOMES,2016-08-30,6ter,Etats-Unis,0.753662,3.0,Tuesday,oui,tt0087332,7.8,464715,1984,"Action,Comedy,Fantasy",105
NUMERO QUATRE,2016-02-21,6ter,Etats-Unis,0.695688,2.7,Sunday,oui,tt1464540,6.1,248715,2011,"Action,Adventure,Sci-Fi",111
LE GARCON AU PYJAMA RAYE,2016-05-12,6ter,Royaume-Uni / Etats-Unis,0.637714,2.6,Thursday,non,tt0914798,7.7,255994,2008,"Drama,War",94
CATWOMAN,2016-08-08,6ter,Etats-Unis,0.637714,2.9,Monday,oui,tt0327554,3.4,127994,2004,"Action,Crime,Fantasy",104
TRON : L'HERITAGE,2016-02-07,6ter,Etats-Unis,0.57974,2.2,Sunday,oui,tt1104001,6.8,361890,2010,"Action,Adventure,Sci-Fi",125
BEETLE JUICE,2016-10-31,6ter,Etats-Unis,0.57974,2.4,Monday,oui,tt0094721,7.5,395846,1988,"Comedy,Fantasy",92
PRINCE OF PERSIA : LES SABLES DU TEMPS,2016-09-11,6ter,Royaume-Uni,0.57974,2.4,Sunday,non,tt0473075,6.5,309013,2010,"Action,Adventure,Fantasy",116
L'ATTAQUE DU METRO 123,2016-01-03,6ter,Etats-Unis,0.521766,2.1,Sunday,oui,tt1111422,6.4,211205,2009,"Action,Crime,Thriller",106
SCENES DE CRIMES,2016-06-09,Chérie 25,France,0.753662,3.3,Thursday,non,tt0230745,6.2,745,2000,"Crime,Thriller",100
NE NOUS FACHONS PAS,2016-11-07,Chérie 25,France,0.637714,2.5,Monday,oui,tt0059499,6.6,1470,1966,"Comedy,Crime",100
SPACE COWBOYS,2016-12-01,Chérie 25,Etats-Unis,0.637714,2.7,Thursday,non,tt0186566,6.5,87890,2000,"Action,Adventure,Thriller",130
DOUBLE JEU,2016-11-10,Chérie 25,Etats-Unis,0.57974,2.4,Thursday,non,tt0150377,6.5,98602,1999,"Crime,Drama,Mystery",105
DES VENTS CONTRAIRES,2016-10-11,Chérie 25,France,0.57974,2.4,Tuesday,non,tt1730689,6.4,1604,2011,"Drama,Mystery",91
TENDRE POULET,2016-03-07,Chérie 25,France,0.521766,2.0,Monday,non,tt0076808,6.7,1191,1977,"Action,Comedy,Crime",105
L'AFFAIRE PELICAN,2016-10-20,Chérie 25,Etats-Unis,0.521766,2.4,Thursday,non,tt0107798,6.6,98659,1993,"Crime,Drama,Mystery",141
L'OMBRE D'UN SOUPCON,2016-06-07,Chérie 25,Etats-Unis,0.521766,2.3,Tuesday,non,tt0156934,5.4,24456,1999,"Drama,Mystery,Romance",133
SLEEPERS,2016-12-08,Chérie 25,Etats-Unis,0.521766,2.3,Thursday,non,tt0117665,7.5,242531,1996,"Crime,Drama,Thriller",147
LE CLIENT,2016-10-27,Chérie 25,Etats-Unis,0.521766,2.1,Thursday,oui,tt0109446,6.7,75526,1994,"Crime,Drama,Mystery",119
HUNGER GAMES : L'EMBRASEMENT,2016-11-15,C8,Etats-Unis,1.971116,8.8,Tuesday,non,tt1951264,7.5,737618,2013,"Action,Adventure,Sci-Fi",146
HOMEFRONT,2016-11-10,C8,Etats-Unis,1.44935,6.0,Thursday,non,tt2312718,6.5,133833,2013,"Action,Crime,Thriller",100
LE CONTRAT,2016-04-18,C8,Etats-Unis,1.333402,5.7,Monday,oui,tt0091828,5.6,38804,1986,"Action,Crime,Thriller",106
HUNGER GAMES,2016-11-14,C8,Etats-Unis,1.275428,5.9,Monday,non,tt1392170,7.2,1027363,2012,"Action,Adventure,Sci-Fi",142
RUSH HOUR 2,2016-05-24,C8,Etats-Unis,1.275428,5.5,Tuesday,non,tt0266915,6.7,245824,2001,"Action,Comedy,Crime",90
REPAS DE FAMILLE,2016-12-26,C8,France,1.217454,5.1,Monday,oui,tt4164350,3.4,110,2014,Comedy,90
LE RETOUR DE DON CAMILLO,2016-07-04,C8,France / Italie,1.217454,5.7,Monday,non,tt0045081,7.2,2735,1953,Comedy,115
LIMITLESS,2016-02-01,C8,Etats-Unis,1.15948,4.9,Monday,non,tt1219289,7.4,623273,2011,"Sci-Fi,Thriller",105
